Alert ID,Policy Name,Policy Type,Description,Policy Labels,Policy Severity,Resource Name,Cloud Type,Cloud Account Id,Cloud Account Name,Region,Recommendation,Alert Status,Alert Time,Event Occurred,Dismissed On,Dismissed By,Dismissal Reason,Resolved On,Resolution Reason,Resource ID
P-993221,Azure subscriptions with custom roles are overly permissive,config,This policy identifies azure subscriptions with custom roles are overly permissive. Least privilege access rule should be followed and only necessary privileges should be assigned instead of allowing full administrative access.,Prisma_Cloud,high,[WISTRON] Application-Owners,azure,wistron-FINDW::de0795e0-d7c0-4eeb-b9bb-bc94d8980d3b,FINDW - wistron-FINDW (Wistron Corp.),,"Check the usage of the role identified. Verify impact caused by Updating/deleting the role. Then follow below URL for updating or deleting custom role:
https://learn.microsoft.com/en-us/azure/role-based-access-control/custom-roles-portal#update-a-custom-role",open,"Feb 24, 2023 14.38 CST Asia/Taipei",,,,,,,/providers/Microsoft.Authorization/roleDefinitions/ed75c5d1-e141-5544-b4de-5fb7b9c7b050
P-992981,Azure subscriptions with custom roles are overly permissive,config,This policy identifies azure subscriptions with custom roles are overly permissive. Least privilege access rule should be followed and only necessary privileges should be assigned instead of allowing full administrative access.,Prisma_Cloud,high,[WISTRON] Subscription-Owner,azure,wistron-FINDW::de0795e0-d7c0-4eeb-b9bb-bc94d8980d3b,FINDW - wistron-FINDW (Wistron Corp.),,"Check the usage of the role identified. Verify impact caused by Updating/deleting the role. Then follow below URL for updating or deleting custom role:
https://learn.microsoft.com/en-us/azure/role-based-access-control/custom-roles-portal#update-a-custom-role",open,"Feb 24, 2023 14.38 CST Asia/Taipei",,,,,,,/providers/Microsoft.Authorization/roleDefinitions/f67798ed-d0dc-5b71-8148-7060c026e2d8
P-992980,Azure subscriptions with custom roles are overly permissive,config,This policy identifies azure subscriptions with custom roles are overly permissive. Least privilege access rule should be followed and only necessary privileges should be assigned instead of allowing full administrative access.,Prisma_Cloud,high,[WISTRON] Security-Operations,azure,wistron-FINDW::de0795e0-d7c0-4eeb-b9bb-bc94d8980d3b,FINDW - wistron-FINDW (Wistron Corp.),,"Check the usage of the role identified. Verify impact caused by Updating/deleting the role. Then follow below URL for updating or deleting custom role:
https://learn.microsoft.com/en-us/azure/role-based-access-control/custom-roles-portal#update-a-custom-role",open,"Feb 24, 2023 14.38 CST Asia/Taipei",,,,,,,/providers/Microsoft.Authorization/roleDefinitions/c07cb543-fa87-5320-ba74-b48137960cd5
P-992979,Azure subscriptions with custom roles are overly permissive,config,This policy identifies azure subscriptions with custom roles are overly permissive. Least privilege access rule should be followed and only necessary privileges should be assigned instead of allowing full administrative access.,Prisma_Cloud,high,[WISTRON] Network-Management,azure,wistron-FINDW::de0795e0-d7c0-4eeb-b9bb-bc94d8980d3b,FINDW - wistron-FINDW (Wistron Corp.),,"Check the usage of the role identified. Verify impact caused by Updating/deleting the role. Then follow below URL for updating or deleting custom role:
https://learn.microsoft.com/en-us/azure/role-based-access-control/custom-roles-portal#update-a-custom-role",open,"Feb 24, 2023 14.38 CST Asia/Taipei",,,,,,,/providers/Microsoft.Authorization/roleDefinitions/7ea01bcf-d65a-51c1-b951-c9a6fb9683cb
P-992978,Azure subscriptions with custom roles are overly permissive,config,This policy identifies azure subscriptions with custom roles are overly permissive. Least privilege access rule should be followed and only necessary privileges should be assigned instead of allowing full administrative access.,Prisma_Cloud,high,[WISTRON] Security-Operations,azure,wistron-FINDW-qas::de0795e0-d7c0-4eeb-b9bb-bc94d8980d3b,FINDW-QAS - wistron-FINDW-qas (Wistron Corp.),,"Check the usage of the role identified. Verify impact caused by Updating/deleting the role. Then follow below URL for updating or deleting custom role:
https://learn.microsoft.com/en-us/azure/role-based-access-control/custom-roles-portal#update-a-custom-role",open,"Feb 24, 2023 14.38 CST Asia/Taipei",,,,,,,/providers/Microsoft.Authorization/roleDefinitions/c07cb543-fa87-5320-ba74-b48137960cd5
P-993130,Azure subscriptions with custom roles are overly permissive,config,This policy identifies azure subscriptions with custom roles are overly permissive. Least privilege access rule should be followed and only necessary privileges should be assigned instead of allowing full administrative access.,Prisma_Cloud,high,[WISTRON] Subscription-Owner,azure,wistron-FINDW-qas::de0795e0-d7c0-4eeb-b9bb-bc94d8980d3b,FINDW-QAS - wistron-FINDW-qas (Wistron Corp.),,"Check the usage of the role identified. Verify impact caused by Updating/deleting the role. Then follow below URL for updating or deleting custom role:
https://learn.microsoft.com/en-us/azure/role-based-access-control/custom-roles-portal#update-a-custom-role",open,"Feb 24, 2023 14.38 CST Asia/Taipei",,,,,,,/providers/Microsoft.Authorization/roleDefinitions/f67798ed-d0dc-5b71-8148-7060c026e2d8
P-993094,Azure subscriptions with custom roles are overly permissive,config,This policy identifies azure subscriptions with custom roles are overly permissive. Least privilege access rule should be followed and only necessary privileges should be assigned instead of allowing full administrative access.,Prisma_Cloud,high,[WISTRON] Network-Management,azure,wistron-FINDW-qas::de0795e0-d7c0-4eeb-b9bb-bc94d8980d3b,FINDW-QAS - wistron-FINDW-qas (Wistron Corp.),,"Check the usage of the role identified. Verify impact caused by Updating/deleting the role. Then follow below URL for updating or deleting custom role:
https://learn.microsoft.com/en-us/azure/role-based-access-control/custom-roles-portal#update-a-custom-role",open,"Feb 24, 2023 14.38 CST Asia/Taipei",,,,,,,/providers/Microsoft.Authorization/roleDefinitions/7ea01bcf-d65a-51c1-b951-c9a6fb9683cb
P-992977,Azure subscriptions with custom roles are overly permissive,config,This policy identifies azure subscriptions with custom roles are overly permissive. Least privilege access rule should be followed and only necessary privileges should be assigned instead of allowing full administrative access.,Prisma_Cloud,high,[WISTRON] Application-Owners,azure,wistron-FINDW-qas::de0795e0-d7c0-4eeb-b9bb-bc94d8980d3b,FINDW-QAS - wistron-FINDW-qas (Wistron Corp.),,"Check the usage of the role identified. Verify impact caused by Updating/deleting the role. Then follow below URL for updating or deleting custom role:
https://learn.microsoft.com/en-us/azure/role-based-access-control/custom-roles-portal#update-a-custom-role",open,"Feb 24, 2023 14.38 CST Asia/Taipei",,,,,,,/providers/Microsoft.Authorization/roleDefinitions/ed75c5d1-e141-5544-b4de-5fb7b9c7b050
P-993220,Azure subscriptions with custom roles are overly permissive,config,This policy identifies azure subscriptions with custom roles are overly permissive. Least privilege access rule should be followed and only necessary privileges should be assigned instead of allowing full administrative access.,Prisma_Cloud,high,[WISTRON] Security-Operations,azure,wistron-FINDW-prd::de0795e0-d7c0-4eeb-b9bb-bc94d8980d3b,FINDW-PRD - wistron-FINDW-prd (Wistron Corp.),,"Check the usage of the role identified. Verify impact caused by Updating/deleting the role. Then follow below URL for updating or deleting custom role:
https://learn.microsoft.com/en-us/azure/role-based-access-control/custom-roles-portal#update-a-custom-role",open,"Feb 24, 2023 14.37 CST Asia/Taipei",,,,,,,/providers/Microsoft.Authorization/roleDefinitions/c07cb543-fa87-5320-ba74-b48137960cd5
P-993129,Azure subscriptions with custom roles are overly permissive,config,This policy identifies azure subscriptions with custom roles are overly permissive. Least privilege access rule should be followed and only necessary privileges should be assigned instead of allowing full administrative access.,Prisma_Cloud,high,[WISTRON] Application-Owners,azure,wistron-FINDW-prd::de0795e0-d7c0-4eeb-b9bb-bc94d8980d3b,FINDW-PRD - wistron-FINDW-prd (Wistron Corp.),,"Check the usage of the role identified. Verify impact caused by Updating/deleting the role. Then follow below URL for updating or deleting custom role:
https://learn.microsoft.com/en-us/azure/role-based-access-control/custom-roles-portal#update-a-custom-role",open,"Feb 24, 2023 14.37 CST Asia/Taipei",,,,,,,/providers/Microsoft.Authorization/roleDefinitions/ed75c5d1-e141-5544-b4de-5fb7b9c7b050
